ma_geo_id	ma_vote_id	ctyvtd	statefp10	countyfp10	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	recordno	logrecno	county	vtd	name	precinct_code	town	prec_number	citizen	democrat	green	independent	libertarian	npa	other	reform	republican	unknown	total	dem_pct	vap	pop100
1908	"2083"	"25 1922"	25	25	"1922"	"250251922"	"A"	"Winthrop Precinct 4"	"Winthrop Precinct 4"	0	"G5240"	"N"	758894	6417064	42.388275	-70.96889	70000000	189524	25	"1922"	"Winthrop Precinct 4"	"WINTHROP-004"	"WINTHROP"	"4"	"0"	"906"	"0"	"0"	"0"	"905"	"3"	"0"	"170"	"0"	"1984"	"0.842007458"	2637	3094
1909	"187"	"25 75"	25	25	"75"	"250250075"	"A"	"Boston Ward 2 Precinct 1"	"Boston Ward 2 Precinct 1"	0	"G5240"	"N"	681917	79466	42.37308	-71.0653	70000000	176397	25	"75"	"Boston Ward 2 Precinct 1"	"BOSTON-2-001"	"BOSTON"	"2-001"	"0"	"880"	"0"	"0"	"2"	"814"	"9"	"0"	"257"	"0"	"1962"	"0.773966551"	1690	1871
1910	"188"	"25 80"	25	25	"80"	"250250080"	"A"	"Boston Ward 2 Precinct 2"	"Boston Ward 2 Precinct 2"	0	"G5240"	"N"	1061109	809577	42.379063	-71.05255	70000000	176512	25	"80"	"Boston Ward 2 Precinct 2"	"BOSTON-2-002"	"BOSTON"	"2-002"	"0"	"1090"	"0"	"1"	"2"	"966"	"6"	"0"	"292"	"0"	"2357"	"0.788712025"	3716	4749
1911	"189"	"25 85"	25	25	"85"	"250250085"	"A"	"Boston Ward 2 Precinct 3"	"Boston Ward 2 Precinct 3"	0	"G5240"	"N"	160474	0	42.375523	-71.060646	70000000	176630	25	"85"	"Boston Ward 2 Precinct 3"	"BOSTON-2-003"	"BOSTON"	"2-003"	"0"	"623"	"0"	"0"	"0"	"699"	"6"	"0"	"253"	"0"	"1581"	"0.711187243"	1652	1907
1912	"190"	"25 90"	25	25	"90"	"250250090"	"A"	"Boston Ward 2 Precinct 4"	"Boston Ward 2 Precinct 4"	0	"G5240"	"N"	115070	0	42.37867	-71.06089	70000000	176677	25	"90"	"Boston Ward 2 Precinct 4"	"BOSTON-2-004"	"BOSTON"	"2-004"	"0"	"687"	"0"	"0"	"4"	"549"	"3"	"0"	"157"	"0"	"1400"	"0.813981056"	1457	1892
1913	"191"	"25 95"	25	25	"95"	"250250095"	"A"	"Boston Ward 2 Precinct 5"	"Boston Ward 2 Precinct 5"	0	"G5240"	"N"	149402	0	42.379936	-71.064575	70000000	176717	25	"95"	"Boston Ward 2 Precinct 5"	"BOSTON-2-005"	"BOSTON"	"2-005"	"0"	"752"	"1"	"0"	"1"	"652"	"6"	"0"	"211"	"0"	"1623"	"0.780893028"	1602	1832
1914	"192"	"25 100"	25	25	"100"	"250250100"	"A"	"Boston Ward 2 Precinct 6"	"Boston Ward 2 Precinct 6"	0	"G5240"	"N"	208714	0	42.37845	-71.067726	70000000	176751	25	"100"	"Boston Ward 2 Precinct 6"	"BOSTON-2-006"	"BOSTON"	"2-006"	"0"	"953"	"0"	"0"	"0"	"751"	"4"	"0"	"195"	"0"	"1903"	"0.830139399"	2278	2684
1915	"193"	"25 105"	25	25	"105"	"250250105"	"A"	"Boston Ward 2 Precinct 7"	"Boston Ward 2 Precinct 7"	0	"G5240"	"N"	1115495	377623	42.3855	-71.071075	70000000	176791	25	"105"	"Boston Ward 2 Precinct 7"	"BOSTON-2-007"	"BOSTON"	"2-007"	"0"	"678"	"0"	"1"	"0"	"463"	"6"	"0"	"160"	"0"	"1308"	"0.809069216"	1359	1504
1916	"377"	"25 1020"	25	25	"1020"	"250251020"	"A"	"Boston Ward 20 Precinct 1"	"Boston Ward 20 Precinct 1"	0	"G5240"	"N"	486662	0	42.29275	-71.13455	70000000	185238	25	"1020"	"Boston Ward 20 Precinct 1"	"BOSTON-20-001"	"BOSTON"	"20-001"	"0"	"908"	"0"	"0"	"0"	"550"	"4"	"0"	"91"	"0"	"1553"	"0.908908904"	1872	2162
1917	"386"	"25 1065"	25	25	"1065"	"250251065"	"A"	"Boston Ward 20 Precinct 10"	"Boston Ward 20 Precinct 10"	0	"G5240"	"N"	719849	0	42.276028	-71.1464	70000000	185673	25	"1065"	"Boston Ward 20 Precinct 10"	"BOSTON-20-010"	"BOSTON"	"20-010"	"0"	"853"	"1"	"0"	"3"	"816"	"1"	"0"	"173"	"0"	"1847"	"0.831384003"	1488	1929
1918	"2084"	"25 1923"	25	25	"1923"	"250251923"	"A"	"Winthrop Precinct 5"	"Winthrop Precinct 5"	0	"G5240"	"N"	670954	1045411	42.368984	-70.988815	70000000	189573	25	"1923"	"Winthrop Precinct 5"	"WINTHROP-005"	"WINTHROP"	"5"	"0"	"830"	"0"	"0"	"0"	"939"	"9"	"0"	"191"	"0"	"1969"	"0.812928498"	2244	2755
1919	"2085"	"25 1924"	25	25	"1924"	"250251924"	"A"	"Winthrop Precinct 6"	"Winthrop Precinct 6"	0	"G5240"	"N"	483909	6639667	42.37554	-70.97065	70000000	189650	25	"1924"	"Winthrop Precinct 6"	"WINTHROP-006"	"WINTHROP"	"6"	"0"	"827"	"0"	"0"	"3"	"886"	"9"	"0"	"166"	"0"	"1891"	"0.832829833"	2470	2975
1920	"173"	"25 5"	25	25	"5"	"250250005"	"A"	"Boston Ward 1 Precinct 1"	"Boston Ward 1 Precinct 1"	0	"G5240"	"N"	6283067	6323868	42.36113	-71.00697	70000000	175682	25	"5"	"Boston Ward 1 Precinct 1"	"BOSTON-1-001"	"BOSTON"	"1-001"	"0"	"586"	"0"	"1"	"3"	"462"	"7"	"0"	"77"	"0"	"1136"	"0.883861244"	1717	2047
1921	"182"	"25 50"	25	25	"50"	"250250050"	"A"	"Boston Ward 1 Precinct 10"	"Boston Ward 1 Precinct 10"	0	"G5240"	"N"	313118	0	42.37947	-71.02654	70000000	176133	25	"50"	"Boston Ward 1 Precinct 10"	"BOSTON-1-010"	"BOSTON"	"1-010"	"0"	"316"	"0"	"0"	"0"	"234"	"5"	"0"	"32"	"0"	"587"	"0.908045948"	1862	2414
1922	"183"	"25 55"	25	25	"55"	"250250055"	"A"	"Boston Ward 1 Precinct 11"	"Boston Ward 1 Precinct 11"	0	"G5240"	"N"	897775	210152	42.387302	-71.01613	70000000	176216	25	"55"	"Boston Ward 1 Precinct 11"	"BOSTON-1-011"	"BOSTON"	"1-011"	"0"	"804"	"0"	"0"	"1"	"435"	"3"	"0"	"61"	"0"	"1304"	"0.929479778"	2722	3446
1923	"184"	"25 60"	25	25	"60"	"250250060"	"A"	"Boston Ward 1 Precinct 12"	"Boston Ward 1 Precinct 12"	0	"G5240"	"N"	1248383	784842	42.388622	-70.99344	70000000	176272	25	"60"	"Boston Ward 1 Precinct 12"	"BOSTON-1-012"	"BOSTON"	"1-012"	"0"	"744"	"0"	"0"	"4"	"470"	"4"	"0"	"82"	"0"	"1304"	"0.900726378"	1830	2232
1924	"387"	"25 1070"	25	25	"1070"	"250251070"	"A"	"Boston Ward 20 Precinct 11"	"Boston Ward 20 Precinct 11"	0	"G5240"	"N"	314230	0	42.283287	-71.15078	70000000	185729	25	"1070"	"Boston Ward 20 Precinct 11"	"BOSTON-20-011"	"BOSTON"	"20-011"	"0"	"423"	"0"	"0"	"0"	"308"	"2"	"0"	"61"	"0"	"794"	"0.873966932"	816	1048
1925	"388"	"25 1075"	25	25	"1075"	"250251075"	"A"	"Boston Ward 20 Precinct 12"	"Boston Ward 20 Precinct 12"	0	"G5240"	"N"	447123	0	42.28634	-71.16063	70000000	185754	25	"1075"	"Boston Ward 20 Precinct 12"	"BOSTON-20-012"	"BOSTON"	"20-012"	"0"	"513"	"0"	"0"	"1"	"427"	"5"	"0"	"78"	"0"	"1024"	"0.868020296"	1044	1293
1926	"389"	"25 1080"	25	25	"1080"	"250251080"	"A"	"Boston Ward 20 Precinct 13"	"Boston Ward 20 Precinct 13"	0	"G5240"	"N"	318883	0	42.282806	-71.164024	70000000	185787	25	"1080"	"Boston Ward 20 Precinct 13"	"BOSTON-20-013"	"BOSTON"	"20-013"	"0"	"467"	"0"	"0"	"0"	"430"	"2"	"0"	"55"	"0"	"954"	"0.894636035"	952	1194
1927	"390"	"25 1085"	25	25	"1085"	"250251085"	"A"	"Boston Ward 20 Precinct 14"	"Boston Ward 20 Precinct 14"	0	"G5240"	"N"	443464	0	42.27962	-71.1539	70000000	185816	25	"1085"	"Boston Ward 20 Precinct 14"	"BOSTON-20-014"	"BOSTON"	"20-014"	"0"	"517"	"0"	"0"	"0"	"365"	"2"	"0"	"79"	"0"	"963"	"0.867449641"	915	1176
1928	"391"	"25 1090"	25	25	"1090"	"250251090"	"A"	"Boston Ward 20 Precinct 15"	"Boston Ward 20 Precinct 15"	0	"G5240"	"N"	846310	0	42.26233	-71.16163	70000000	185850	25	"1090"	"Boston Ward 20 Precinct 15"	"BOSTON-20-015"	"BOSTON"	"20-015"	"0"	"813"	"0"	"0"	"4"	"762"	"8"	"0"	"136"	"0"	"1723"	"0.856691241"	2041	2485
1929	"392"	"25 1095"	25	25	"1095"	"250251095"	"A"	"Boston Ward 20 Precinct 16"	"Boston Ward 20 Precinct 16"	0	"G5240"	"N"	918276	18082	42.270412	-71.167816	70000000	185915	25	"1095"	"Boston Ward 20 Precinct 16"	"BOSTON-20-016"	"BOSTON"	"20-016"	"0"	"865"	"0"	"0"	"0"	"715"	"4"	"0"	"152"	"0"	"1736"	"0.850540817"	2031	2506
1930	"393"	"25 1100"	25	25	"1100"	"250251100"	"A"	"Boston Ward 20 Precinct 17"	"Boston Ward 20 Precinct 17"	0	"G5240"	"N"	3063428	43239	42.283398	-71.177284	70000000	185972	25	"1100"	"Boston Ward 20 Precinct 17"	"BOSTON-20-017"	"BOSTON"	"20-017"	"0"	"903"	"0"	"0"	"0"	"762"	"4"	"0"	"144"	"0"	"1813"	"0.86246419"	1926	2351
1931	"394"	"25 1105"	25	25	"1105"	"250251105"	"A"	"Boston Ward 20 Precinct 18"	"Boston Ward 20 Precinct 18"	0	"G5240"	"N"	369051	0	42.288246	-71.15457	70000000	186114	25	"1105"	"Boston Ward 20 Precinct 18"	"BOSTON-20-018"	"BOSTON"	"20-018"	"0"	"497"	"0"	"0"	"1"	"377"	"4"	"0"	"67"	"0"	"946"	"0.881205678"	1041	1253
1932	"395"	"25 1110"	25	25	"1110"	"250251110"	"A"	"Boston Ward 20 Precinct 19"	"Boston Ward 20 Precinct 19"	0	"G5240"	"N"	414450	0	42.29347	-71.149956	70000000	186137	25	"1110"	"Boston Ward 20 Precinct 19"	"BOSTON-20-019"	"BOSTON"	"20-019"	"0"	"540"	"0"	"0"	"0"	"388"	"2"	"0"	"65"	"0"	"995"	"0.892561972"	1038	1326
1933	"619"	"27 1948"	25	27	"1948"	"250271948"	"A"	"Clinton Precinct 3"	"Clinton Precinct 3"	0	"G5240"	"N"	5493997	3703104	42.400013	-71.712746	70000000	193907	27	"1948"	"Clinton Precinct 3"	"CLINTON-003"	"CLINTON"	"3"	"0"	"796"	"0"	"0"	"4"	"1285"	"17"	"0"	"281"	"0"	"2383"	"0.739090085"	2811	3476
1934	"620"	"27 1949"	25	27	"1949"	"250271949"	"A"	"Clinton Precinct 4"	"Clinton Precinct 4"	0	"G5240"	"N"	4309372	447782	42.418793	-71.69827	70000000	193988	27	"1949"	"Clinton Precinct 4"	"CLINTON-004"	"CLINTON"	"4"	"0"	"923"	"0"	"0"	"3"	"1096"	"14"	"0"	"204"	"0"	"2240"	"0.818988442"	2501	3334
1935	"665"	"27 1950"	25	27	"1950"	"250271950"	"A"	"Douglas Precinct 1"	"Douglas Precinct 1"	0	"G5240"	"N"	54619510	1297419	42.03457	-71.7394	70000000	194148	27	"1950"	"Douglas Precinct 1"	"DOUGLAS-001"	"DOUGLAS"	"1"	"0"	"640"	"0"	"1"	"5"	"1961"	"14"	"0"	"563"	"0"	"3184"	"0.532003343"	3157	4415
1936	"666"	"27 1951"	25	27	"1951"	"250271951"	"A"	"Douglas Precinct 2"	"Douglas Precinct 2"	0	"G5240"	"N"	39662595	2548793	42.07988	-71.766815	70000000	194287	27	"1951"	"Douglas Precinct 2"	"DOUGLAS-002"	"DOUGLAS"	"2"	"0"	"628"	"1"	"0"	"3"	"1794"	"18"	"0"	"548"	"0"	"2992"	"0.534013629"	3012	4056
1937	"677"	"27 1952"	25	27	"1952"	"250271952"	"A"	"Dudley Precinct 1"	"Dudley Precinct 1"	0	"G5240"	"N"	9162427	804671	42.070457	-71.896904	70000000	194438	27	"1952"	"Dudley Precinct 1"	"DUDLEY-001"	"DUDLEY"	"1"	"0"	"565"	"0"	"0"	"1"	"904"	"9"	"0"	"190"	"0"	"1669"	"0.748344362"	2001	2580
1938	"678"	"27 1953"	25	27	"1953"	"250271953"	"A"	"Dudley Precinct 2"	"Dudley Precinct 2"	0	"G5240"	"N"	5588659	177576	42.030663	-71.91253	70000000	194520	27	"1953"	"Dudley Precinct 2"	"DUDLEY-002"	"DUDLEY"	"2"	"0"	"507"	"0"	"0"	"3"	"937"	"11"	"1"	"196"	"0"	"1655"	"0.721194863"	2077	2797
1939	"679"	"27 1954"	25	27	"1954"	"250271954"	"A"	"Dudley Precinct 3"	"Dudley Precinct 3"	0	"G5240"	"N"	19922497	1397768	42.064358	-71.93498	70000000	194600	27	"1954"	"Dudley Precinct 3"	"DUDLEY-003"	"DUDLEY"	"3"	"0"	"575"	"0"	"0"	"6"	"1248"	"14"	"0"	"271"	"0"	"2114"	"0.679669023"	2116	2807
1940	"680"	"27 1955"	25	27	"1955"	"250271955"	"A"	"Dudley Precinct 4"	"Dudley Precinct 4"	0	"G5240"	"N"	19242280	337061	42.042076	-71.95751	70000000	194706	27	"1955"	"Dudley Precinct 4"	"DUDLEY-004"	"DUDLEY"	"4"	"0"	"410"	"0"	"0"	"4"	"956"	"5"	"0"	"186"	"0"	"1561"	"0.687919438"	2650	3206
1941	"692"	"27 1956"	25	27	"1956"	"250271956"	"A"	"East Brookfield Precinct 1"	"East Brookfield Precinct 1"	0	"G5240"	"N"	25514944	1433058	42.209682	-72.04018	70000000	194789	27	"1956"	"East Brookfield Precinct 1"	"EAST BROOKFIELD-001"	"EAST BROOKFIELD"	"1"	"0"	"351"	"0"	"0"	"3"	"915"	"7"	"0"	"223"	"0"	"1499"	"0.611498237"	1691	2183
1942	"776"	"27 1957"	25	27	"1957"	"250271957"	"A"	"Fitchburg Ward 1 Precinct A"	"Fitchburg Ward 1 Precinct A"	0	"G5240"	"N"	1258211	0	42.570667	-71.79087	70000000	194914	27	"1957"	"Fitchburg Ward 1 Precinct A"	"FITCHBURG-1-A"	"FITCHBURG"	"1-A"	"0"	"623"	"0"	"0"	"7"	"821"	"9"	"0"	"119"	"0"	"1579"	"0.839622617"	2285	3171
1943	"777"	"27 1958"	25	27	"1958"	"250271958"	"A"	"Fitchburg Ward 1 Precinct B"	"Fitchburg Ward 1 Precinct B"	0	"G5240"	"N"	1582692	0	42.57425	-71.80266	70000000	194989	27	"1958"	"Fitchburg Ward 1 Precinct B"	"FITCHBURG-1-B"	"FITCHBURG"	"1-B"	"0"	"614"	"0"	"1"	"1"	"922"	"2"	"0"	"149"	"0"	"1689"	"0.804718196"	2392	3297
1944	"778"	"27 1959"	25	27	"1959"	"250271959"	"A"	"Fitchburg Ward 2 Precinct A"	"Fitchburg Ward 2 Precinct A"	0	"G5240"	"N"	1714303	2554	42.579704	-71.81074	70000000	195131	27	"1959"	"Fitchburg Ward 2 Precinct A"	"FITCHBURG-2-A"	"FITCHBURG"	"2-A"	"0"	"522"	"0"	"1"	"3"	"748"	"5"	"0"	"112"	"0"	"1391"	"0.823343873"	2133	2945
1945	"779"	"27 1960"	25	27	"1960"	"250271960"	"A"	"Fitchburg Ward 2 Precinct B"	"Fitchburg Ward 2 Precinct B"	0	"G5240"	"N"	1105142	0	42.574154	-71.82449	70000000	195208	27	"1960"	"Fitchburg Ward 2 Precinct B"	"FITCHBURG-2-B"	"FITCHBURG"	"2-B"	"0"	"672"	"0"	"1"	"4"	"839"	"3"	"0"	"135"	"0"	"1654"	"0.832713783"	2447	3193
1946	"780"	"27 1961"	25	27	"1961"	"250271961"	"A"	"Fitchburg Ward 3 Precinct A"	"Fitchburg Ward 3 Precinct A"	0	"G5240"	"N"	10247418	317056	42.561073	-71.833725	70000000	195288	27	"1961"	"Fitchburg Ward 3 Precinct A"	"FITCHBURG-3-A"	"FITCHBURG"	"3-A"	"0"	"804"	"0"	"0"	"4"	"1595"	"14"	"0"	"300"	"0"	"2717"	"0.728260875"	3388	4252
1947	"781"	"27 1962"	25	27	"1962"	"250271962"	"A"	"Fitchburg Ward 3 Precinct B"	"Fitchburg Ward 3 Precinct B"	0	"G5240"	"N"	13199340	35471	42.587784	-71.83887	70000000	195443	27	"1962"	"Fitchburg Ward 3 Precinct B"	"FITCHBURG-3-B"	"FITCHBURG"	"3-B"	"0"	"637"	"0"	"0"	"1"	"1156"	"10"	"0"	"202"	"0"	"2006"	"0.75923717"	2668	3566
1948	"782"	"27 1963"	25	27	"1963"	"250271963"	"A"	"Fitchburg Ward 4 Precinct A"	"Fitchburg Ward 4 Precinct A"	0	"G5240"	"N"	13520401	331460	42.621586	-71.829	70000000	195542	27	"1963"	"Fitchburg Ward 4 Precinct A"	"FITCHBURG-4-A"	"FITCHBURG"	"4-A"	"0"	"423"	"0"	"0"	"2"	"715"	"4"	"0"	"160"	"0"	"1304"	"0.725557446"	3917	4428
1949	"783"	"27 1964"	25	27	"1964"	"250271964"	"A"	"Fitchburg Ward 4 Precinct B"	"Fitchburg Ward 4 Precinct B"	0	"G5240"	"N"	1241252	0	42.589386	-71.80085	70000000	195621	27	"1964"	"Fitchburg Ward 4 Precinct B"	"FITCHBURG-4-B"	"FITCHBURG"	"4-B"	"0"	"478"	"0"	"0"	"4"	"701"	"7"	"1"	"153"	"0"	"1344"	"0.757527709"	2182	2807
1950	"784"	"27 1965"	25	27	"1965"	"250271965"	"A"	"Fitchburg Ward 5 Precinct A"	"Fitchburg Ward 5 Precinct A"	0	"G5240"	"N"	16580313	29112	42.614346	-71.79219	70000000	195712	27	"1965"	"Fitchburg Ward 5 Precinct A"	"FITCHBURG-5-A"	"FITCHBURG"	"5-A"	"0"	"665"	"0"	"0"	"3"	"1269"	"8"	"0"	"323"	"0"	"2268"	"0.673076928"	2692	3407
1951	"1021"	"27 2001"	25	27	"2001"	"250272001"	"A"	"Leominster Ward 1 Precinct C"	"Leominster Ward 1 Precinct C"	0	"G5240"	"N"	2575855	0	42.552658	-71.74321	70000000	199609	27	"2001"	"Leominster Ward 1 Precinct C"	"LEOMINSTER-1-C"	"LEOMINSTER"	"1-C"	"0"	"502"	"0"	"0"	"1"	"911"	"5"	"0"	"181"	"0"	"1600"	"0.734992683"	1950	2412
1952	"1022"	"27 2002"	25	27	"2002"	"250272002"	"A"	"Leominster Ward 2 Precinct A"	"Leominster Ward 2 Precinct A"	0	"G5240"	"N"	3357727	0	42.527637	-71.73993	70000000	199639	27	"2002"	"Leominster Ward 2 Precinct A"	"LEOMINSTER-2-A"	"LEOMINSTER"	"2-A"	"0"	"536"	"0"	"1"	"4"	"767"	"5"	"0"	"162"	"0"	"1475"	"0.767908335"	1881	2501
1953	"1023"	"27 2003"	25	27	"2003"	"250272003"	"A"	"Leominster Ward 2 Precinct B"	"Leominster Ward 2 Precinct B"	0	"G5240"	"N"	4007645	11333	42.511673	-71.73282	70000000	199814	27	"2003"	"Leominster Ward 2 Precinct B"	"LEOMINSTER-2-B"	"LEOMINSTER"	"2-B"	"0"	"524"	"0"	"0"	"3"	"983"	"10"	"0"	"165"	"0"	"1685"	"0.760522485"	2084	2730
1954	"1024"	"27 2004"	25	27	"2004"	"250272004"	"A"	"Leominster Ward 2 Precinct C"	"Leominster Ward 2 Precinct C"	0	"G5240"	"N"	868340	0	42.52274	-71.75395	70000000	199921	27	"2004"	"Leominster Ward 2 Precinct C"	"LEOMINSTER-2-C"	"LEOMINSTER"	"2-C"	"0"	"577"	"0"	"0"	"3"	"851"	"11"	"0"	"154"	"0"	"1596"	"0.789329708"	2107	2863
1955	"1025"	"27 2005"	25	27	"2005"	"250272005"	"A"	"Leominster Ward 3 Precinct A"	"Leominster Ward 3 Precinct A"	0	"G5240"	"N"	2468616	4794	42.509605	-71.75048	70000000	199980	27	"2005"	"Leominster Ward 3 Precinct A"	"LEOMINSTER-3-A"	"LEOMINSTER"	"3-A"	"0"	"526"	"0"	"0"	"2"	"927"	"6"	"0"	"156"	"0"	"1617"	"0.771260977"	2182	2741
1956	"1474"	"27 2041"	25	27	"2041"	"250272041"	"A"	"Oakham Precinct 1"	"Oakham Precinct 1"	0	"G5240"	"N"	53949370	1008115	42.35086	-72.04425	70000000	203440	27	"2041"	"Oakham Precinct 1"	"OAKHAM-001"	"OAKHAM"	"1"	"0"	"201"	"0"	"0"	"3"	"909"	"5"	"0"	"166"	"0"	"1284"	"0.547683895"	1481	1902
1957	"1480"	"27 2042"	25	27	"2042"	"250272042"	"A"	"Oxford Precinct 1"	"Oxford Precinct 1"	0	"G5240"	"N"	9859855	400736	42.097427	-71.8884	70000000	203601	27	"2042"	"Oxford Precinct 1"	"OXFORD-001"	"OXFORD"	"1"	"0"	"633"	"0"	"0"	"4"	"1325"	"9"	"0"	"276"	"0"	"2247"	"0.696369648"	2630	3468
1958	"1481"	"27 2043"	25	27	"2043"	"250272043"	"A"	"Oxford Precinct 2"	"Oxford Precinct 2"	0	"G5240"	"N"	24579907	347101	42.160336	-71.87226	70000000	203693	27	"2043"	"Oxford Precinct 2"	"OXFORD-002"	"OXFORD"	"2"	"0"	"609"	"0"	"0"	"3"	"1187"	"5"	"0"	"255"	"0"	"2059"	"0.704861104"	2601	3320
1959	"1482"	"27 2044"	25	27	"2044"	"250272044"	"A"	"Oxford Precinct 3"	"Oxford Precinct 3"	0	"G5240"	"N"	17024210	391035	42.126274	-71.85972	70000000	203840	27	"2044"	"Oxford Precinct 3"	"OXFORD-003"	"OXFORD"	"3"	"0"	"583"	"0"	"0"	"1"	"1384"	"20"	"0"	"261"	"0"	"2249"	"0.690758288"	2640	3446
1960	"1483"	"27 2045"	25	27	"2045"	"250272045"	"A"	"Oxford Precinct 4"	"Oxford Precinct 4"	0	"G5240"	"N"	17246233	1211698	42.097588	-71.838036	70000000	203947	27	"2045"	"Oxford Precinct 4"	"OXFORD-004"	"OXFORD"	"4"	"0"	"611"	"0"	"0"	"6"	"1280"	"9"	"0"	"248"	"0"	"2154"	"0.711292207"	2557	3475
1961	"1488"	"27 2046"	25	27	"2046"	"250272046"	"A"	"Paxton Precinct 1"	"Paxton Precinct 1"	0	"G5240"	"N"	38049457	1981773	42.311695	-71.940285	70000000	204073	27	"2046"	"Paxton Precinct 1"	"PAXTON-001"	"PAXTON"	"1"	"0"	"829"	"0"	"0"	"1"	"1860"	"7"	"0"	"446"	"0"	"3143"	"0.650196075"	3735	4806
1962	"1518"	"27 2047"	25	27	"2047"	"250272047"	"A"	"Petersham Precinct 1"	"Petersham Precinct 1"	0	"G5240"	"N"	140477829	36337808	42.45922	-72.21634	70000000	204221	27	"2047"	"Petersham Precinct 1"	"PETERSHAM-001"	"PETERSHAM"	"1"	"0"	"215"	"0"	"1"	"1"	"574"	"5"	"0"	"144"	"0"	"940"	"0.598885775"	987	1234
1963	"1519"	"27 2048"	25	27	"2048"	"250272048"	"A"	"Phillipston Precinct 1"	"Phillipston Precinct 1"	0	"G5240"	"N"	62804588	1004362	42.551678	-72.13946	70000000	204408	27	"2048"	"Phillipston Precinct 1"	"PHILLIPSTON-001"	"PHILLIPSTON"	"1"	"0"	"208"	"0"	"0"	"1"	"819"	"9"	"0"	"128"	"0"	"1165"	"0.619047642"	1295	1682
1964	"1552"	"27 2049"	25	27	"2049"	"250272049"	"A"	"Princeton Precinct 1"	"Princeton Precinct 1"	0	"G5240"	"N"	91709834	1032231	42.454124	-71.87754	70000000	204551	27	"2049"	"Princeton Precinct 1"	"PRINCETON-001"	"PRINCETON"	"1"	"0"	"509"	"0"	"0"	"1"	"1753"	"12"	"0"	"460"	"0"	"2735"	"0.525283813"	2597	3413
1965	"1637"	"27 2050"	25	27	"2050"	"250272050"	"A"	"Royalston Precinct 1"	"Royalston Precinct 1"	0	"G5240"	"N"	64418253	1286570	42.699368	-72.220406	70000000	204717	27	"2050"	"Royalston Precinct 1"	"ROYALSTON-001"	"ROYALSTON"	"1"	"0"	"73"	"0"	"0"	"0"	"387"	"3"	"0"	"67"	"0"	"530"	"0.521428585"	512	636
1966	"1638"	"27 2051"	25	27	"2051"	"250272051"	"A"	"Royalston Precinct 2"	"Royalston Precinct 2"	0	"G5240"	"N"	43826772	542563	42.665325	-72.142975	70000000	204823	27	"2051"	"Royalston Precinct 2"	"ROYALSTON-002"	"ROYALSTON"	"2"	"0"	"66"	"0"	"0"	"0"	"248"	"7"	"0"	"40"	"0"	"361"	"0.622641504"	477	622
1967	"1640"	"27 2052"	25	27	"2052"	"250272052"	"A"	"Rutland Precinct 1"	"Rutland Precinct 1"	0	"G5240"	"N"	60520628	2171485	42.382133	-71.98699	70000000	204928	27	"2052"	"Rutland Precinct 1"	"RUTLAND-001"	"RUTLAND"	"1"	"0"	"608"	"0"	"0"	"2"	"1635"	"2"	"0"	"428"	"0"	"2675"	"0.586872578"	2935	4050
1968	"1641"	"27 2053"	25	27	"2053"	"250272053"	"A"	"Rutland Precinct 2"	"Rutland Precinct 2"	0	"G5240"	"N"	30398198	800708	42.39841	-71.93224	70000000	205103	27	"2053"	"Rutland Precinct 2"	"RUTLAND-002"	"RUTLAND"	"2"	"0"	"559"	"0"	"0"	"1"	"1601"	"7"	"0"	"449"	"0"	"2617"	"0.554563463"	2762	3923
1969	"1696"	"27 2054"	25	27	"2054"	"250272054"	"A"	"Shrewsbury Precinct 1"	"Shrewsbury Precinct 1"	0	"G5240"	"N"	10317533	301617	42.308495	-71.73741	70000000	205191	27	"2054"	"Shrewsbury Precinct 1"	"SHREWSBURY-001"	"SHREWSBURY"	"1"	"0"	"695"	"0"	"0"	"0"	"1364"	"9"	"0"	"406"	"0"	"2474"	"0.631244302"	2604	3543
1970	"75"	"27 1925"	25	27	"1925"	"250271925"	"A"	"Ashburnham Precinct 1"	"Ashburnham Precinct 1"	0	"G5240"	"N"	99381082	6725169	42.648697	-71.9199	70000000	190570	27	"1925"	"Ashburnham Precinct 1"	"ASHBURNHAM-001"	"ASHBURNHAM"	"1"	"0"	"1026"	"1"	"0"	"5"	"2573"	"40"	"0"	"585"	"0"	"4230"	"0.636871517"	4537	6081
1971	"82"	"27 1926"	25	27	"1926"	"250271926"	"A"	"Athol Precinct 1"	"Athol Precinct 1"	0	"G5240"	"N"	45254357	1143760	42.59695	-72.187546	70000000	190883	27	"1926"	"Athol Precinct 1"	"ATHOL-001"	"ATHOL"	"1"	"0"	"564"	"0"	"2"	"3"	"1563"	"7"	"0"	"319"	"0"	"2458"	"0.638731599"	3036	3939
1972	"83"	"27 1927"	25	27	"1927"	"250271927"	"A"	"Athol Precinct 2"	"Athol Precinct 2"	0	"G5240"	"N"	27773778	975950	42.55457	-72.24767	70000000	191071	27	"1927"	"Athol Precinct 2"	"ATHOL-002"	"ATHOL"	"2"	"0"	"511"	"0"	"1"	"9"	"1353"	"15"	"0"	"293"	"0"	"2182"	"0.635572135"	3052	4035
