ma_geo_id	ma_vote_id	ctyvtd	statefp10	countyfp10	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	recordno	logrecno	county	vtd	name	precinct_code	town	prec_number	citizen	democrat	green	independent	libertarian	npa	other	reform	republican	unknown	total	dem_pct	vap	pop100
1	"105"	"1 2158"	25	1	"2158"	"250012158"	"A"	"Barnstable Precinct 1"	"Barnstable Precinct 1"	0	"G5240"	"N"	29839219	491433	41.69456	-70.30041	70000000	15403	1	"2158"	"Barnstable Precinct 1"	"BARNSTABLE-001"	"BARNSTABLE"	"1"	"0"	"621"	"0"	"0"	"0"	"1638"	"15"	"0"	"565"	"0"	"2839"	"0.523608744"	2924	3471
2	"114"	"1 2167"	25	1	"2167"	"250012167"	"A"	"Barnstable Precinct 10"	"Barnstable Precinct 10"	0	"G5240"	"N"	9188917	1733964	41.66496	-70.39932	70000000	17001	1	"2167"	"Barnstable Precinct 10"	"BARNSTABLE-010"	"BARNSTABLE"	"10"	"0"	"590"	"0"	"0"	"5"	"1549"	"14"	"0"	"444"	"0"	"2602"	"0.570599616"	2968	3758
3	"115"	"1 2168"	25	1	"2168"	"250012168"	"A"	"Barnstable Precinct 11"	"Barnstable Precinct 11"	0	"G5240"	"N"	40730106	318553	41.710854	-70.36269	70000000	17128	1	"2168"	"Barnstable Precinct 11"	"BARNSTABLE-011"	"BARNSTABLE"	"11"	"0"	"650"	"0"	"0"	"4"	"1662"	"14"	"0"	"564"	"0"	"2894"	"0.53542012"	2993	3816
4	"116"	"1 2169"	25	1	"2169"	"250012169"	"A"	"Barnstable Precinct 12"	"Barnstable Precinct 12"	0	"G5240"	"N"	9171496	350296	41.6678	-70.434654	70000000	17318	1	"2169"	"Barnstable Precinct 12"	"BARNSTABLE-012"	"BARNSTABLE"	"12"	"0"	"562"	"0"	"0"	"3"	"1427"	"12"	"0"	"391"	"0"	"2395"	"0.589716673"	2556	3300
5	"117"	"1 2170"	25	1	"2170"	"250012170"	"A"	"Barnstable Precinct 13"	"Barnstable Precinct 13"	0	"G5240"	"N"	6321033	171699	41.64046	-70.300735	70000000	17428	1	"2170"	"Barnstable Precinct 13"	"BARNSTABLE-013"	"BARNSTABLE"	"13"	"0"	"612"	"0"	"0"	"1"	"1093"	"6"	"0"	"307"	"1"	"2020"	"0.665941238"	2677	3151
6	"106"	"1 2159"	25	1	"2159"	"250012159"	"A"	"Barnstable Precinct 2"	"Barnstable Precinct 2"	0	"G5240"	"N"	5947721	2887416	41.672394	-70.339455	70000000	15715	1	"2159"	"Barnstable Precinct 2"	"BARNSTABLE-002"	"BARNSTABLE"	"2"	"0"	"650"	"0"	"0"	"1"	"1438"	"7"	"0"	"407"	"0"	"2503"	"0.614947975"	3020	3654
7	"107"	"1 2160"	25	1	"2160"	"250012160"	"A"	"Barnstable Precinct 3"	"Barnstable Precinct 3"	0	"G5240"	"N"	3821266	58098	41.64783	-70.31659	70000000	15859	1	"2160"	"Barnstable Precinct 3"	"BARNSTABLE-003"	"BARNSTABLE"	"3"	"0"	"640"	"0"	"0"	"4"	"1122"	"13"	"0"	"288"	"0"	"2067"	"0.689655185"	2833	3522
8	"108"	"1 2161"	25	1	"2161"	"250012161"	"A"	"Barnstable Precinct 4"	"Barnstable Precinct 4"	0	"G5240"	"N"	7425743	321196	41.65016	-70.344154	70000000	15979	1	"2161"	"Barnstable Precinct 4"	"BARNSTABLE-004"	"BARNSTABLE"	"4"	"0"	"624"	"0"	"0"	"2"	"1292"	"6"	"0"	"487"	"0"	"2411"	"0.561656177"	2806	3330
9	"109"	"1 2162"	25	1	"2162"	"250012162"	"A"	"Barnstable Precinct 5"	"Barnstable Precinct 5"	0	"G5240"	"N"	16963458	444580	41.63106	-70.39013	70000000	16170	1	"2162"	"Barnstable Precinct 5"	"BARNSTABLE-005"	"BARNSTABLE"	"5"	"0"	"497"	"0"	"0"	"1"	"1391"	"7"	"0"	"623"	"0"	"2519"	"0.443749994"	2563	3061
10	"110"	"1 2163"	25	1	"2163"	"250012163"	"A"	"Barnstable Precinct 6"	"Barnstable Precinct 6"	0	"G5240"	"N"	4881419	53414	41.665363	-70.367424	70000000	16377	1	"2163"	"Barnstable Precinct 6"	"BARNSTABLE-006"	"BARNSTABLE"	"6"	"0"	"655"	"0"	"1"	"6"	"1509"	"5"	"0"	"398"	"0"	"2574"	"0.622032285"	2852	3535
11	"111"	"1 2164"	25	1	"2164"	"250012164"	"A"	"Barnstable Precinct 7"	"Barnstable Precinct 7"	0	"G5240"	"N"	14111347	344805	41.625683	-70.441086	70000000	16482	1	"2164"	"Barnstable Precinct 7"	"BARNSTABLE-007"	"BARNSTABLE"	"7"	"0"	"619"	"0"	"0"	"2"	"1628"	"10"	"0"	"528"	"0"	"2787"	"0.539668679"	2903	3462
12	"112"	"1 2165"	25	1	"2165"	"250012165"	"A"	"Barnstable Precinct 8"	"Barnstable Precinct 8"	0	"G5240"	"N"	3691864	10295	41.665714	-70.30547	70000000	16681	1	"2165"	"Barnstable Precinct 8"	"BARNSTABLE-008"	"BARNSTABLE"	"8"	"0"	"619"	"1"	"0"	"2"	"1011"	"7"	"0"	"244"	"0"	"1884"	"0.717265368"	3063	3839
13	"113"	"1 2166"	25	1	"2166"	"250012166"	"A"	"Barnstable Precinct 9"	"Barnstable Precinct 9"	0	"G5240"	"N"	2799720	0	41.657803	-70.28187	70000000	16816	1	"2166"	"Barnstable Precinct 9"	"BARNSTABLE-009"	"BARNSTABLE"	"9"	"0"	"556"	"0"	"1"	"4"	"795"	"12"	"0"	"208"	"0"	"1576"	"0.727748692"	2751	3294
14	"426"	"1 2171"	25	1	"2171"	"250012171"	"A"	"Bourne Precinct 1"	"Bourne Precinct 1"	0	"G5240"	"N"	14643100	321000	41.764133	-70.58186	70000000	17662	1	"2171"	"Bourne Precinct 1"	"BOURNE-001"	"BOURNE"	"1"	"0"	"567"	"0"	"0"	"5"	"1379"	"10"	"0"	"328"	"0"	"2289"	"0.63351953"	2705	3549
15	"427"	"1 2172"	25	1	"2172"	"250012172"	"A"	"Bourne Precinct 2"	"Bourne Precinct 2"	0	"G5240"	"N"	6899261	13312	41.788586	-70.5341	70000000	17832	1	"2172"	"Bourne Precinct 2"	"BOURNE-002"	"BOURNE"	"2"	"0"	"515"	"0"	"0"	"5"	"1380"	"1"	"0"	"370"	"0"	"2271"	"0.581920922"	2424	3141
16	"428"	"1 2173"	25	1	"2173"	"250012173"	"A"	"Bourne Precinct 3"	"Bourne Precinct 3"	0	"G5240"	"N"	5977773	43202	41.739517	-70.60823	70000000	17960	1	"2173"	"Bourne Precinct 3"	"BOURNE-003"	"BOURNE"	"3"	"1"	"452"	"0"	"0"	"1"	"1103"	"3"	"0"	"283"	"0"	"1843"	"0.614965975"	3074	3487
17	"429"	"1 2174"	25	1	"2174"	"250012174"	"A"	"Bourne Precinct 4"	"Bourne Precinct 4"	0	"G5240"	"N"	36009461	77401	41.735344	-70.5663	70000000	18136	1	"2174"	"Bourne Precinct 4"	"BOURNE-004"	"BOURNE"	"4"	"0"	"608"	"0"	"0"	"5"	"1527"	"9"	"0"	"353"	"0"	"2502"	"0.632674277"	2889	3505
18	"430"	"1 2175"	25	1	"2175"	"250012175"	"A"	"Bourne Precinct 5"	"Bourne Precinct 5"	0	"G5240"	"N"	9779541	202694	41.699284	-70.601814	70000000	18457	1	"2175"	"Bourne Precinct 5"	"BOURNE-005"	"BOURNE"	"5"	"0"	"533"	"0"	"0"	"5"	"1538"	"3"	"0"	"374"	"0"	"2453"	"0.58765161"	2705	3257
19	"431"	"1 2176"	25	1	"2176"	"250012176"	"A"	"Bourne Precinct 6"	"Bourne Precinct 6"	0	"G5240"	"N"	31957277	155821	41.67232	-70.58753	70000000	18628	1	"2176"	"Bourne Precinct 6"	"BOURNE-006"	"BOURNE"	"6"	"0"	"390"	"0"	"0"	"0"	"969"	"5"	"0"	"355"	"0"	"1719"	"0.523489952"	2315	2815
20	"449"	"1 2177"	25	1	"2177"	"250012177"	"A"	"Brewster Precinct 1"	"Brewster Precinct 1"	0	"G5240"	"N"	20804479	2610468	41.737164	-70.11298	70000000	18964	1	"2177"	"Brewster Precinct 1"	"BREWSTER-001"	"BREWSTER"	"1"	"0"	"687"	"2"	"0"	"1"	"1553"	"14"	"0"	"447"	"0"	"2704"	"0.605820119"	2669	3239
21	"450"	"1 2178"	25	1	"2178"	"250012178"	"A"	"Brewster Precinct 2"	"Brewster Precinct 2"	0	"G5240"	"N"	14684735	773058	41.757736	-70.05844	70000000	19146	1	"2178"	"Brewster Precinct 2"	"BREWSTER-002"	"BREWSTER"	"2"	"0"	"725"	"1"	"1"	"3"	"1482"	"18"	"0"	"467"	"0"	"2697"	"0.608221471"	2807	3238
22	"451"	"1 2179"	25	1	"2179"	"250012179"	"A"	"Brewster Precinct 3"	"Brewster Precinct 3"	0	"G5240"	"N"	23777984	3226287	41.751053	-70.03042	70000000	19382	1	"2179"	"Brewster Precinct 3"	"BREWSTER-003"	"BREWSTER"	"3"	"0"	"632"	"0"	"0"	"3"	"1554"	"16"	"0"	"454"	"0"	"2659"	"0.581952095"	2743	3343
23	"559"	"1 2180"	25	1	"2180"	"250012180"	"A"	"Chatham Precinct 1"	"Chatham Precinct 1"	0	"G5240"	"N"	14644844	945332	41.698814	-69.97097	70000000	19577	1	"2180"	"Chatham Precinct 1"	"CHATHAM-001"	"CHATHAM"	"1"	"0"	"554"	"0"	"0"	"4"	"1470"	"11"	"0"	"664"	"0"	"2703"	"0.454843998"	2629	2950
24	"560"	"1 2181"	25	1	"2181"	"250012181"	"A"	"Chatham Precinct 2"	"Chatham Precinct 2"	0	"G5240"	"N"	27131560	1553112	41.6808	-70.00393	70000000	19779	1	"2181"	"Chatham Precinct 2"	"CHATHAM-002"	"CHATHAM"	"2"	"0"	"597"	"1"	"0"	"1"	"1724"	"10"	"0"	"654"	"0"	"2987"	"0.477218211"	2747	3175
25	"659"	"1 2182"	25	1	"2182"	"250012182"	"A"	"Dennis Precinct 1"	"Dennis Precinct 1"	0	"G5240"	"N"	13244677	342378	41.730206	-70.19741	70000000	20060	1	"2182"	"Dennis Precinct 1"	"DENNIS-001"	"DENNIS"	"1"	"0"	"582"	"0"	"0"	"2"	"1454"	"3"	"0"	"440"	"0"	"2481"	"0.569471598"	2381	2728
26	"660"	"1 2183"	25	1	"2183"	"250012183"	"A"	"Dennis Precinct 2"	"Dennis Precinct 2"	0	"G5240"	"N"	11977451	184008	41.740154	-70.157005	70000000	20257	1	"2183"	"Dennis Precinct 2"	"DENNIS-002"	"DENNIS"	"2"	"0"	"606"	"0"	"0"	"2"	"1404"	"8"	"0"	"424"	"0"	"2444"	"0.588349521"	2241	2529
27	"661"	"1 2184"	25	1	"2184"	"250012184"	"A"	"Dennis Precinct 3"	"Dennis Precinct 3"	0	"G5240"	"N"	6673423	649534	41.66364	-70.136154	70000000	20402	1	"2184"	"Dennis Precinct 3"	"DENNIS-003"	"DENNIS"	"3"	"0"	"545"	"0"	"0"	"0"	"1152"	"9"	"0"	"299"	"0"	"2005"	"0.645734608"	2406	2826
28	"662"	"1 2185"	25	1	"2185"	"250012185"	"A"	"Dennis Precinct 4"	"Dennis Precinct 4"	0	"G5240"	"N"	12800389	362691	41.675747	-70.15764	70000000	20658	1	"2185"	"Dennis Precinct 4"	"DENNIS-004"	"DENNIS"	"4"	"0"	"617"	"0"	"0"	"2"	"1357"	"6"	"0"	"381"	"0"	"2363"	"0.618236482"	2708	3094
29	"663"	"1 2186"	25	1	"2186"	"250012186"	"A"	"Dennis Precinct 5"	"Dennis Precinct 5"	0	"G5240"	"N"	8425346	535944	41.708527	-70.156586	70000000	20957	1	"2186"	"Dennis Precinct 5"	"DENNIS-005"	"DENNIS"	"5"	"0"	"579"	"0"	"0"	"5"	"1392"	"12"	"0"	"319"	"0"	"2307"	"0.644766152"	2494	3030
30	"693"	"1 2187"	25	1	"2187"	"250012187"	"A"	"Eastham Precinct 1"	"Eastham Precinct 1"	0	"G5240"	"N"	36152413	1003185	41.8426	-69.97603	70000000	21164	1	"2187"	"Eastham Precinct 1"	"EASTHAM-001"	"EASTHAM"	"1"	"0"	"1249"	"0"	"0"	"2"	"2314"	"15"	"0"	"727"	"0"	"4307"	"0.632085025"	4329	4956
31	"767"	"1 2188"	25	1	"2188"	"250012188"	"A"	"Falmouth Precinct 1"	"Falmouth Precinct 1"	0	"G5240"	"N"	15229012	831561	41.546913	-70.63858	70000000	21536	1	"2188"	"Falmouth Precinct 1"	"FALMOUTH-001"	"FALMOUTH"	"1"	"0"	"1012"	"0"	"0"	"3"	"1391"	"18"	"0"	"341"	"0"	"2765"	"0.747967482"	2799	3155
32	"768"	"1 2189"	25	1	"2189"	"250012189"	"A"	"Falmouth Precinct 2"	"Falmouth Precinct 2"	0	"G5240"	"N"	4803416	299383	41.553444	-70.60518	70000000	21748	1	"2189"	"Falmouth Precinct 2"	"FALMOUTH-002"	"FALMOUTH"	"2"	"0"	"1002"	"0"	"0"	"1"	"1350"	"10"	"0"	"332"	"0"	"2695"	"0.751124442"	2881	3237
33	"769"	"1 2190"	25	1	"2190"	"250012190"	"A"	"Falmouth Precinct 3"	"Falmouth Precinct 3"	0	"G5240"	"N"	5579830	97921	41.565067	-70.580696	70000000	21985	1	"2190"	"Falmouth Precinct 3"	"FALMOUTH-003"	"FALMOUTH"	"3"	"1"	"845"	"0"	"0"	"3"	"1634"	"14"	"0"	"359"	"0"	"2856"	"0.701827228"	2940	3466
34	"770"	"1 2191"	25	1	"2191"	"250012191"	"A"	"Falmouth Precinct 4"	"Falmouth Precinct 4"	0	"G5240"	"N"	10044016	44608	41.574287	-70.55311	70000000	22114	1	"2191"	"Falmouth Precinct 4"	"FALMOUTH-004"	"FALMOUTH"	"4"	"0"	"882"	"0"	"0"	"5"	"1528"	"5"	"0"	"393"	"0"	"2813"	"0.691764712"	2865	3537
35	"771"	"1 2192"	25	1	"2192"	"250012192"	"A"	"Falmouth Precinct 5"	"Falmouth Precinct 5"	0	"G5240"	"N"	11610651	282743	41.639446	-70.62451	70000000	22268	1	"2192"	"Falmouth Precinct 5"	"FALMOUTH-005"	"FALMOUTH"	"5"	"0"	"851"	"0"	"0"	"2"	"1746"	"11"	"0"	"460"	"1"	"3071"	"0.649122834"	2907	3474
36	"772"	"1 2193"	25	1	"2193"	"250012193"	"A"	"Falmouth Precinct 6"	"Falmouth Precinct 6"	0	"G5240"	"N"	17628733	1003484	41.588497	-70.62341	70000000	22495	1	"2193"	"Falmouth Precinct 6"	"FALMOUTH-006"	"FALMOUTH"	"6"	"0"	"867"	"0"	"0"	"4"	"1626"	"5"	"0"	"412"	"0"	"2914"	"0.677873313"	2879	3490
37	"773"	"1 2194"	25	1	"2194"	"250012194"	"A"	"Falmouth Precinct 7"	"Falmouth Precinct 7"	0	"G5240"	"N"	10645695	348079	41.58058	-70.52505	70000000	22684	1	"2194"	"Falmouth Precinct 7"	"FALMOUTH-007"	"FALMOUTH"	"7"	"1"	"755"	"0"	"0"	"3"	"1632"	"9"	"0"	"363"	"0"	"2763"	"0.675313056"	2787	3479
38	"774"	"1 2195"	25	1	"2195"	"250012195"	"A"	"Falmouth Precinct 8"	"Falmouth Precinct 8"	0	"G5240"	"N"	30321309	1218295	41.62283	-70.57649	70000000	22849	1	"2195"	"Falmouth Precinct 8"	"FALMOUTH-008"	"FALMOUTH"	"8"	"0"	"828"	"0"	"0"	"4"	"1719"	"15"	"0"	"485"	"0"	"3051"	"0.630616903"	3054	3945
39	"775"	"1 2196"	25	1	"2196"	"250012196"	"A"	"Falmouth Precinct 9"	"Falmouth Precinct 9"	0	"G5240"	"N"	8274046	581191	41.592945	-70.57634	70000000	23025	1	"2196"	"Falmouth Precinct 9"	"FALMOUTH-009"	"FALMOUTH"	"9"	"0"	"784"	"0"	"0"	"1"	"1651"	"8"	"0"	"375"	"0"	"2819"	"0.676445186"	2949	3748
40	"889"	"1 2197"	25	1	"2197"	"250012197"	"A"	"Harwich Precinct 1"	"Harwich Precinct 1"	0	"G5240"	"N"	12512277	653900	41.6751	-70.09475	70000000	23120	1	"2197"	"Harwich Precinct 1"	"HARWICH-001"	"HARWICH"	"1"	"0"	"696"	"0"	"0"	"1"	"1413"	"8"	"0"	"478"	"0"	"2596"	"0.592844963"	2537	2878
41	"890"	"1 2198"	25	1	"2198"	"250012198"	"A"	"Harwich Precinct 2"	"Harwich Precinct 2"	0	"G5240"	"N"	12913559	332247	41.682632	-70.04718	70000000	23393	1	"2198"	"Harwich Precinct 2"	"HARWICH-002"	"HARWICH"	"2"	"0"	"632"	"0"	"0"	"0"	"1321"	"9"	"0"	"505"	"0"	"2467"	"0.555848718"	2463	2938
42	"891"	"1 2199"	25	1	"2199"	"250012199"	"A"	"Harwich Precinct 3"	"Harwich Precinct 3"	0	"G5240"	"N"	14631847	1176228	41.715446	-70.031845	70000000	23603	1	"2199"	"Harwich Precinct 3"	"HARWICH-003"	"HARWICH"	"3"	"0"	"618"	"0"	"0"	"3"	"1621"	"9"	"0"	"521"	"0"	"2772"	"0.542581201"	2759	3336
43	"892"	"1 2200"	25	1	"2200"	"250012200"	"A"	"Harwich Precinct 4"	"Harwich Precinct 4"	0	"G5240"	"N"	14032701	2154701	41.703114	-70.094536	70000000	23791	1	"2200"	"Harwich Precinct 4"	"HARWICH-004"	"HARWICH"	"4"	"0"	"641"	"0"	"0"	"0"	"1273"	"10"	"0"	"362"	"0"	"2286"	"0.63908273"	2512	3091
44	"1183"	"1 2201"	25	1	"2201"	"250012201"	"A"	"Mashpee Precinct 1"	"Mashpee Precinct 1"	0	"G5240"	"N"	16142883	4937053	41.64815	-70.50662	70000000	23990	1	"2201"	"Mashpee Precinct 1"	"MASHPEE-001"	"MASHPEE"	"1"	"0"	"659"	"0"	"0"	"0"	"1296"	"5"	"0"	"320"	"0"	"2280"	"0.673135877"	2639	3241
45	"1184"	"1 2202"	25	1	"2202"	"250012202"	"A"	"Mashpee Precinct 2"	"Mashpee Precinct 2"	0	"G5240"	"N"	13694470	38842	41.608788	-70.49518	70000000	24181	1	"2202"	"Mashpee Precinct 2"	"MASHPEE-002"	"MASHPEE"	"2"	"0"	"572"	"0"	"0"	"2"	"1219"	"2"	"0"	"419"	"0"	"2214"	"0.57719475"	2361	2930
46	"1185"	"1 2203"	25	1	"2203"	"250012203"	"A"	"Mashpee Precinct 3"	"Mashpee Precinct 3"	0	"G5240"	"N"	4576402	664442	41.653904	-70.46494	70000000	24325	1	"2203"	"Mashpee Precinct 3"	"MASHPEE-003"	"MASHPEE"	"3"	"0"	"444"	"0"	"0"	"2"	"983"	"3"	"0"	"243"	"0"	"1675"	"0.646288216"	1890	2561
47	"1186"	"1 2204"	25	1	"2204"	"250012204"	"A"	"Mashpee Precinct 4"	"Mashpee Precinct 4"	0	"G5240"	"N"	9969765	49179	41.63439	-70.472435	70000000	24384	1	"2204"	"Mashpee Precinct 4"	"MASHPEE-004"	"MASHPEE"	"4"	"0"	"544"	"0"	"0"	"0"	"1168"	"4"	"0"	"285"	"0"	"2001"	"0.65621233"	2420	2990
48	"1187"	"1 2205"	25	1	"2205"	"250012205"	"A"	"Mashpee Precinct 5"	"Mashpee Precinct 5"	0	"G5240"	"N"	16206585	406820	41.575783	-70.48907	70000000	24499	1	"2205"	"Mashpee Precinct 5"	"MASHPEE-005"	"MASHPEE"	"5"	"0"	"506"	"0"	"0"	"1"	"1127"	"1"	"0"	"381"	"0"	"2016"	"0.570462227"	1999	2284
49	"1477"	"1 2206"	25	1	"2206"	"250012206"	"A"	"Orleans Precinct 1"	"Orleans Precinct 1"	0	"G5240"	"N"	16107443	457902	41.76435	-69.992775	70000000	24749	1	"2206"	"Orleans Precinct 1"	"ORLEANS-001"	"ORLEANS"	"1"	"0"	"679"	"0"	"0"	"2"	"1369"	"11"	"0"	"628"	"0"	"2689"	"0.519510329"	2605	2922
50	"1478"	"1 2207"	25	1	"2207"	"250012207"	"A"	"Orleans Precinct 2"	"Orleans Precinct 2"	0	"G5240"	"N"	20496886	321305	41.7803	-69.95866	70000000	24936	1	"2207"	"Orleans Precinct 2"	"ORLEANS-002"	"ORLEANS"	"2"	"0"	"638"	"0"	"0"	"0"	"1485"	"9"	"0"	"587"	"0"	"2719"	"0.520816326"	2635	2968
51	"1553"	"1 2208"	25	1	"2208"	"250012208"	"A"	"Provincetown Precinct 1"	"Provincetown Precinct 1"	0	"G5240"	"N"	25047886	477070	42.0623	-70.19931	70000000	25171	1	"2208"	"Provincetown Precinct 1"	"PROVINCETOWN-001"	"PROVINCETOWN"	"1"	"0"	"1641"	"0"	"0"	"5"	"1098"	"14"	"0"	"92"	"0"	"2850"	"0.946912885"	2741	2942
52	"1659"	"1 2209"	25	1	"2209"	"250012209"	"A"	"Sandwich Precinct 1"	"Sandwich Precinct 1"	0	"G5240"	"N"	11422994	183584	41.76044	-70.502144	70000000	25460	1	"2209"	"Sandwich Precinct 1"	"SANDWICH-001"	"SANDWICH"	"1"	"0"	"623"	"0"	"0"	"0"	"1290"	"5"	"0"	"391"	"0"	"2309"	"0.61439842"	2400	2890
53	"1660"	"1 2210"	25	1	"2210"	"250012210"	"A"	"Sandwich Precinct 2"	"Sandwich Precinct 2"	0	"G5240"	"N"	16306231	336472	41.74591	-70.439545	70000000	25655	1	"2210"	"Sandwich Precinct 2"	"SANDWICH-002"	"SANDWICH"	"2"	"0"	"601"	"0"	"0"	"1"	"1370"	"4"	"0"	"481"	"0"	"2457"	"0.555452883"	2437	2915
54	"1661"	"1 2211"	25	1	"2211"	"250012211"	"A"	"Sandwich Precinct 3"	"Sandwich Precinct 3"	0	"G5240"	"N"	16929417	622139	41.71955	-70.43569	70000000	25860	1	"2211"	"Sandwich Precinct 3"	"SANDWICH-003"	"SANDWICH"	"3"	"0"	"457"	"0"	"0"	"2"	"1267"	"5"	"0"	"544"	"0"	"2275"	"0.456543446"	2312	3186
55	"1662"	"1 2212"	25	1	"2212"	"250012212"	"A"	"Sandwich Precinct 4"	"Sandwich Precinct 4"	0	"G5240"	"N"	7108510	181024	41.67995	-70.45842	70000000	26000	1	"2212"	"Sandwich Precinct 4"	"SANDWICH-004"	"SANDWICH"	"4"	"0"	"454"	"0"	"0"	"0"	"1426"	"6"	"0"	"440"	"0"	"2326"	"0.507829964"	2260	2999
56	"1663"	"1 2213"	25	1	"2213"	"250012213"	"A"	"Sandwich Precinct 5"	"Sandwich Precinct 5"	0	"G5240"	"N"	9478020	1232407	41.694534	-70.477295	70000000	26084	1	"2213"	"Sandwich Precinct 5"	"SANDWICH-005"	"SANDWICH"	"5"	"0"	"469"	"0"	"0"	"4"	"1283"	"4"	"0"	"418"	"0"	"2178"	"0.528748572"	2274	3117
57	"1664"	"1 2214"	25	1	"2214"	"250012214"	"A"	"Sandwich Precinct 6"	"Sandwich Precinct 6"	0	"G5240"	"N"	8887245	0	41.72036	-70.47805	70000000	26195	1	"2214"	"Sandwich Precinct 6"	"SANDWICH-006"	"SANDWICH"	"6"	"0"	"432"	"0"	"0"	"2"	"1088"	"5"	"0"	"344"	"0"	"1871"	"0.556701005"	1976	2730
58	"1665"	"1 2215"	25	1	"2215"	"250012215"	"A"	"Sandwich Precinct 7"	"Sandwich Precinct 7"	0	"G5240"	"N"	40570259	386704	41.695126	-70.5262	70000000	26289	1	"2215"	"Sandwich Precinct 7"	"SANDWICH-007"	"SANDWICH"	"7"	"0"	"435"	"0"	"0"	"4"	"1155"	"9"	"0"	"383"	"0"	"1986"	"0.531784832"	2030	2838
59	"1886"	"1 2216"	25	1	"2216"	"250012216"	"A"	"Truro Precinct 1"	"Truro Precinct 1"	0	"G5240"	"N"	54274481	1751052	42.010197	-70.06232	70000000	26591	1	"2216"	"Truro Precinct 1"	"TRURO-001"	"TRURO"	"1"	"0"	"623"	"0"	"0"	"0"	"924"	"5"	"0"	"138"	"0"	"1690"	"0.818659663"	1740	2003
60	"NA"	"1 ZZZZZZ"	25	1	"ZZZZZZ"	"25001ZZZZZZ"	"P"	"Voting Districts not defined"	"Voting Districts not defined"	0	"G5240"	"S"	8006	-1978998167	41.800476	-70.004524	70000000	28845	1	"ZZZZZZ"	"Voting Districts not defined"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0
61	"1973"	"1 2217"	25	1	"2217"	"250012217"	"A"	"Wellfleet Precinct 1"	"Wellfleet Precinct 1"	0	"G5240"	"N"	51262713	1371433	41.92773	-70.016624	70000000	26916	1	"2217"	"Wellfleet Precinct 1"	"WELLFLEET-001"	"WELLFLEET"	"1"	"0"	"1014"	"0"	"0"	"2"	"1304"	"15"	"0"	"278"	"0"	"2613"	"0.784829736"	2381	2750
62	"2154"	"1 2218"	25	1	"2218"	"250012218"	"A"	"Yarmouth Precinct 1"	"Yarmouth Precinct 1"	0	"G5240"	"N"	16297862	478237	41.698498	-70.23828	70000000	27309	1	"2218"	"Yarmouth Precinct 1"	"YARMOUTH-001"	"YARMOUTH"	"1"	"0"	"669"	"0"	"0"	"3"	"1434"	"9"	"0"	"456"	"0"	"2571"	"0.59466666"	2709	3260
63	"2155"	"1 2219"	25	1	"2219"	"250012219"	"A"	"Yarmouth Precinct 2"	"Yarmouth Precinct 2"	0	"G5240"	"N"	7883048	97606	41.68568	-70.18637	70000000	27563	1	"2219"	"Yarmouth Precinct 2"	"YARMOUTH-002"	"YARMOUTH"	"2"	"0"	"714"	"0"	"0"	"1"	"1542"	"11"	"0"	"549"	"0"	"2817"	"0.565320671"	3045	3494
64	"2156"	"1 2220"	25	1	"2220"	"250012220"	"A"	"Yarmouth Precinct 3"	"Yarmouth Precinct 3"	0	"G5240"	"N"	7249430	416078	41.6506	-70.21232	70000000	27759	1	"2220"	"Yarmouth Precinct 3"	"YARMOUTH-003"	"YARMOUTH"	"3"	"0"	"676"	"0"	"0"	"1"	"1163"	"10"	"0"	"363"	"0"	"2213"	"0.650625587"	2708	3272
65	"2157"	"1 2221"	25	1	"2221"	"250012221"	"A"	"Yarmouth Precinct 4"	"Yarmouth Precinct 4"	0	"G5240"	"N"	3854683	235549	41.67112	-70.20438	70000000	28033	1	"2221"	"Yarmouth Precinct 4"	"YARMOUTH-004"	"YARMOUTH"	"4"	"0"	"749"	"1"	"0"	"1"	"1377"	"13"	"0"	"402"	"0"	"2543"	"0.650738478"	2888	3514
66	"2158"	"1 2222"	25	1	"2222"	"250012222"	"A"	"Yarmouth Precinct 5"	"Yarmouth Precinct 5"	0	"G5240"	"N"	9146739	500301	41.667904	-70.23573	70000000	28218	1	"2222"	"Yarmouth Precinct 5"	"YARMOUTH-005"	"YARMOUTH"	"5"	"0"	"659"	"0"	"0"	"2"	"1389"	"11"	"0"	"395"	"0"	"2456"	"0.625237167"	2944	3568
67	"2159"	"1 2223"	25	1	"2223"	"250012223"	"A"	"Yarmouth Precinct 6"	"Yarmouth Precinct 6"	0	"G5240"	"N"	8779963	43547	41.655563	-70.26367	70000000	28399	1	"2223"	"Yarmouth Precinct 6"	"YARMOUTH-006"	"YARMOUTH"	"6"	"0"	"647"	"0"	"0"	"4"	"1260"	"8"	"1"	"394"	"0"	"2314"	"0.621517777"	2583	3051
68	"2160"	"1 2224"	25	1	"2224"	"250012224"	"A"	"Yarmouth Precinct 7"	"Yarmouth Precinct 7"	0	"G5240"	"N"	9332366	1220560	41.708733	-70.196976	70000000	28646	1	"2224"	"Yarmouth Precinct 7"	"YARMOUTH-007"	"YARMOUTH"	"7"	"0"	"693"	"0"	"0"	"4"	"1649"	"7"	"0"	"654"	"0"	"3007"	"0.514476597"	3155	3634
